id,name,mimeType,size,modifiedTime,path,parent,type,subtype,title,extension
1ewqRFxm7ITXNxxDQMJGgBy3W91Wd7IO9,Maine Port Authority slip.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,26542,2025-11-19T18:50:50.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Yard Trucks/Kalmar,Kalmar,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Maine Port Authority slip,docx
1dBtPTqkJRmC0CmCat7Zj6fw0fJFqM6G9,YHT RFQ DRAFT Version 1 USE THIS ONE.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,66381,2025-11-19T18:50:50.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Yard Trucks,Yard Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,YHT RFQ DRAFT Version 1 USE THIS ONE,docx
1xAc5b-dNG1ZLpdjEc3IFAFA7XobyZriU,YHT RFQ DRAFT 2.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,46471,2025-11-19T18:50:50.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Yard Trucks,Yard Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,YHT RFQ DRAFT 2,docx
10M2w7Fv0u8qEXGwAv_6ErrO-aWpO5Hcc,YHT RFQ DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,46567,2025-11-19T18:50:50.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Yard Trucks,Yard Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,YHT RFQ DRAFT,docx
1labPW8G3twu4EsCH5b_Qa_dInYeGJ3J8,Maine Port Authority Service Contract.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,20204,2025-11-19T18:50:50.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks/Kalmar/7. Maintenance Agreement,7. Maintenance Agreement,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Maine Port Authority Service Contract,docx
1BP03174ahCmYWat9rhfJ23deD4GZtmob,Maine Port Authority Cover letter.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21294,2025-11-19T18:50:50.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks/Kalmar/1. Cover Letter,1. Cover Letter,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Maine Port Authority Cover letter,docx
1EY-wJf4OMA4MhwWr0ZA2uHkC6DsqWv7h,Maine Port Authority slip.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,26546,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks/Kalmar,Kalmar,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Maine Port Authority slip,docx
1IanoaytYTlNN3BhY6_XpE52mewRIfyLP,VW Truck Letter David Gardner DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,3410804,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,VW Truck Letter David Gardner DRAFT,docx
1BMobHMTOlTBzZNha4k-pz7Qua0t7Vgud,VW Letter to D Gardner.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,56384,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,VW Letter to D Gardner,docx
1ghsrsbxTP_j8Dispv1qhGGeD8X0NSF3b,YHT RFQ DRAFT 2.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,46474,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,YHT RFQ DRAFT 2,docx
1O4Ye2GV_w8fQsPCW3o7W4Y-x5RgxgTPz,VW Truck Letter David Gardner.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,6941726,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,VW Truck Letter David Gardner,docx
1tFmAOQ9j0YMR14ZN0sjJ9SJ5dwlEGfRc,YHT RFQ DRAFT Version 1 USE THIS ONE.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,66375,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,YHT RFQ DRAFT Version 1 USE THIS ONE,docx
19W94aHCtwKvHUAfr8MHGEf9as9KJ72z_,YHT RFQ DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,46569,2025-11-19T18:50:49.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,YHT RFQ DRAFT,docx
1HjpXXk7v16fcHd-A7Av7ZoGzCFBD32UC,SAMPLE CERTIFICATE OF DESTRUCTION.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,19944,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,SAMPLE CERTIFICATE OF DESTRUCTION,docx
1cCOyB5rUNjExxLHgJyy6DFBi2MBBfA0k,MPA.Nitco sales agreement 10.12.18 rev 2.15.18.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,214092,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MPA.Nitco sales agreement 10.12.18 rev 2.15.18,docx
1sFPJsMyCrOWsCTpkMpTLaGuO3eg7h1ka,Destruction Certificate.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21981,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Destruction Certificate,docx
19V3PjHOiYojQgCM1yfgWl6JrkOJA6UA5,Off Road Terminal Tractor proposal with option recommendations 10.1.18 R....docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,529577,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/VW Trucks,VW Trucks,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Off Road Terminal Tractor proposal with option recommendations 10.1.18 R...,docx
1WpZWJiCSTnpn8eky8nNFfKOYWrt9Xvei,MOBILE HARBOR CRANE IMT RFQ Draft.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,75126,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Crane,Crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MOBILE HARBOR CRANE IMT RFQ Draft,docx
1AywmwTcEamW4TSh5vz0DymyFd3ZmcjHX,MPA Spreader SPEC.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,53847,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Spreader RFQ,Spreader RFQ,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MPA Spreader SPEC,docx
1PyxqNx1Cj0Sm1hKTJmlh1w5K5JFk3UuU,MePA Container Spreader RFQ.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,83559,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Spreader RFQ,Spreader RFQ,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MePA Container Spreader RFQ,docx
19VRtIj2z15dz9o1dPMZKU4JyJngE85kT,MePA Container Spreader RFQ Draft 12.2.19.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,107535,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Spreader RFQ,Spreader RFQ,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MePA Container Spreader RFQ Draft 12.2.19,docx
1e7f_WihdtMOr6hQ-BQtdulBDF2h550NS,MPA Container Spreader RFQ Final Draft 12.12.19.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,95581,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Spreader RFQ,Spreader RFQ,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MPA Container Spreader RFQ Final Draft 12.12.19,docx
1qCIorpaTM2Q45FwEFeZj8IAyvhwL8moN,MePA Container Spreader RFQ Draft v1.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,89095,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Spreader RFQ,Spreader RFQ,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MePA Container Spreader RFQ Draft v1,docx
19CE4fGJzLA4bUGdUNqFODVbyZ40jdNGW,MePA Container Spreader RFQ Draft v2DF 11.4.19 (002).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,110363,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Spreader RFQ,Spreader RFQ,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MePA Container Spreader RFQ Draft v2DF 11.4.19 (002),docx
1YFZ1rxSf7nu4K1X6ii0cxryi_JQsaPX5,RFQ Reach Stacker DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,72783,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/FASTLANE RS,FASTLANE RS,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFQ Reach Stacker DRAFT,docx
1AUJxzBGWVZNy-9jWud_r6MF5PDelWarP,RS RQS.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,21568,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/FASTLANE RS,FASTLANE RS,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RS RQS,docx
1f6KEUWBmk4pgeB1bm_DVjMmltttgbssh,RFQ Reach Stacker DRAFT June 2018.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,53096,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Bond Reach Stackers,Bond Reach Stackers,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFQ Reach Stacker DRAFT June 2018,docx
1Xj-_GN5WVwvE2oxXl3p65yG4rH0ydsZm,RFQ Reach Stacker FINAL Nov 2018.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,53789,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFQ/IMT/Bond Reach Stackers,Bond Reach Stackers,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFQ Reach Stacker FINAL Nov 2018,docx
1nRBJPp0RkYVskXmOzm6iAmjY5LYQHF55,RFP IMT MO (002).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,854053,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/IMT M&O,IMT M&O,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFP IMT MO (002),docx
1JIAJe_HZcAVgMm5ns7nZuI4rcabcHoXZ,RFP IMT M&O.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,858309,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/IMT M&O,IMT M&O,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFP IMT M&O,docx
1Nozlx41tBPF41C8No28KB_5ZXGQUo0Ds,IMT MO RFP.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,856003,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/IMT M&O,IMT M&O,application,vnd.openxmlformats-officedocument.wordprocessingml.document,IMT MO RFP,docx
1Qq8Z0-1auF0-GdWv1BiGANk2lZcZrDxO,M&O RFP Final.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,857567,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/IMT M&O,IMT M&O,application,vnd.openxmlformats-officedocument.wordprocessingml.document,M&O RFP Final,docx
1I-z3pKE0mG_Lxr9P34xoSFswf3Cc_wp7,MM&O RFP Questions.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,51778,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/IMT M&O,IMT M&O,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MM&O RFP Questions,docx
1lbLUwANI9FRvPDwhV-cE6h3CzxBc-tGx,RFP 201910181 - Mobile Harbor Crane - SUBMITTED QUESTIONS AND ANSWERS.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,27542,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFP 201910181 - Mobile Harbor Crane - SUBMITTED QUESTIONS AND ANSWERS,docx
1_Arkd0_B5yuC0W0NgAdWREyiWKrLlNp5,Mobile Harbor Crane RFP 9.27.19 FINAL DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1370607,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Mobile Harbor Crane RFP 9.27.19 FINAL DRAFT,docx
1RUummZFFWSX3tAwsL9s-5x7BtJHsohv3,Mobile Harbor Crane RFP 7.22.19 FINAL DRAFT (002).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1405867,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Mobile Harbor Crane RFP 7.22.19 FINAL DRAFT (002),docx
1K73xPTb6TlAZ86u7fw-XxygZfyXrv05B,Mobile Harbor Crane RFP 9.12.19 FINAL DRAFT.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1370429,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Mobile Harbor Crane RFP 9.12.19 FINAL DRAFT,docx
1njJuzE9X2Nlyw1eKYCZAR4Md6wLLrN2n,MOBILE HARBOR CRANE IMT RFQ Final.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,50003,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MOBILE HARBOR CRANE IMT RFQ Final,docx
17d6J4VHSGENw0JcJ_x9Hb47AM7bpPQVK,MPA Crane RFQ Questions.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,22797,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,MPA Crane RFQ Questions,docx
1h29Vsr8SD6vJqrev9F_U1KWJPXFZcq5r,RFP 201910181 Mobile Harbor Crane  12-18-19 MB_DF EDIT (003).docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,1376924,2025-11-19T18:50:48.000Z,MPA/Contracts/RFPRFQ/RFP's/FASTLANE crane,FASTLANE crane,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RFP 201910181 Mobile Harbor Crane  12-18-19 MB_DF EDIT (003),docx
