id,name,mimeType,size,modifiedTime,path,parent,type,subtype,title,extension
1AcIPdBbPLdXX2BYS68L9pjtPYyCBFRkq,FBAIA84A-3.pdf,application/pdf,404800,2025-11-19T18:55:31.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,FBAIA84A-3,pdf
1OKaFbW3LQG7rFXnoBWSG-U43HMfKdyYj,FBAIA55A-1.pdf,application/pdf,1501529,2025-11-19T18:55:31.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,FBAIA55A-1,pdf
1Pgu9d0-wzDPDAxgIW5jwpI-5ACRNkpj_,"Doc - Jan 4, 2012 2-52 PM.pdf",application/pdf,533480,2025-11-19T18:55:30.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,"Doc - Jan 4, 2012 2-52 PM",pdf
1uTpCsUumpW-G0c5uScJ3emWh7ZRwXRvk,DRAFT Bar Harbor Terminal Study Executive  Summary August 14 2012.pdf,application/pdf,1187749,2025-11-19T18:55:30.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,DRAFT Bar Harbor Terminal Study Executive  Summary August 14 2012,pdf
1WoQyLwCCjl7Ts2Bo6CFFSQbIKYyuhB2D,D-17757.pdf,application/pdf,4740902,2025-11-19T18:55:30.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,D-17757,pdf
1AFq9n-Z2qJAfuP_NitCBZaJ1qAnWVMJR,"Doc - Jan 5, 2012 8-13 AM.pdf",application/pdf,1039824,2025-11-19T18:55:30.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,"Doc - Jan 5, 2012 8-13 AM",pdf
1WWidyXwOmjyCLbrCx85zmYemfp2EKYQT,"Doc - Jan 4, 2012 3-11 PM.pdf",application/pdf,383657,2025-11-19T18:55:30.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,"Doc - Jan 4, 2012 3-11 PM",pdf
1SeG8Q81Qb6r9ckL1dfvdLUfWby_blTfJ,Description of Option C - Bar Harbor Ferry Terminal.pdf,application/pdf,217623,2025-11-19T18:55:30.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,Description of Option C - Bar Harbor Ferry Terminal,pdf
1BNHpF7gpQqwg96KAxrUh4G6E2HwAsIxj,AC5-2-2010-eng.pdf,application/pdf,4846739,2025-11-19T18:55:29.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,AC5-2-2010-eng,pdf
1bkI089h0A3ZPlAmfGvxKJ6jdB4yEq03n,CAT Ferry Terminal.pdf,application/pdf,64290,2025-11-19T18:55:29.000Z,MPA/Cruise Maine Files/CruiseMaineUSA Files/Files/Bar Harbor,Bar Harbor,application,pdf,CAT Ferry Terminal,pdf
