id,name,mimeType,size,modifiedTime,path,parent,type,subtype,title,extension
190ygPnwo6ZKh4H-L0sEOMV7yXtgJ35vG,Princessportletter.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,133389,2025-11-19T18:52:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Misc Environmental,Misc Environmental,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Princessportletter,docx
1bQ4qsGjKWgvzc7tvm6crBasrHhXb7Ifn,CLIA_APHIS_AQI_User_Fee_Comments_7-24-14.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,212335,2025-11-19T18:51:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/CLIA,CLIA,application,vnd.openxmlformats-officedocument.wordprocessingml.document,CLIA_APHIS_AQI_User_Fee_Comments_7-24-14,docx
1me47Enpk1UY6TbLenGuNrBsXeytdNebE,RocklandPort Profile.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,44535,2025-11-19T18:52:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Misc. Port Info,Misc. Port Info,application,vnd.openxmlformats-officedocument.wordprocessingml.document,RocklandPort Profile,docx
1R--u-PHYURgi8O6p8Zn13XqCWFyhXtD-,ePort Profile Cruise.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,43031,2025-11-19T18:52:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Misc. Port Info,Misc. Port Info,application,vnd.openxmlformats-officedocument.wordprocessingml.document,ePort Profile Cruise,docx
1M9Xiy93FsszVfLcGyMCgRzzieHm8oTD4,Portlandportprofile.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,49314,2025-11-19T18:52:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/Misc. Port Info,Misc. Port Info,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Portlandportprofile,docx
1X7zq2P3mwj5fRfbTnbkdLVkGfdzF4p7p,B2B Meeting DetailsHamburg.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,31183,2025-11-19T18:51:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/CCNE Misc,CCNE Misc,application,vnd.openxmlformats-officedocument.wordprocessingml.document,B2B Meeting DetailsHamburg,docx
1uigP88JOShDJfyAxT0XWP6K1i1D1N7xG,CR Mission Europe 2014 renereport.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,32744,2025-11-19T18:51:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaineUSA Files/CCNE Misc,CCNE Misc,application,vnd.openxmlformats-officedocument.wordprocessingml.document,CR Mission Europe 2014 renereport,docx
1_yjk_q51Av0Pn0iYT23bIt0E8cAi8boU,170720 Soli DG RFP 201705110 Response Final.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,235124,2025-11-19T18:51:06.000Z,MPA/Cruise Maine/Cruise Maine Files/CruiseMaine,CruiseMaine,application,vnd.openxmlformats-officedocument.wordprocessingml.document,170720 Soli DG RFP 201705110 Response Final,docx
14voTG86QXAwVxkE_cAEv8gyfM-51vsVd,Tremont Moratorium.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,36037,2025-11-19T18:51:06.000Z,MPA/Cruise Maine/Cruise Maine Files,Cruise Maine Files,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Tremont Moratorium,docx
1Rwbq03nSZurIWLdSJh4Tx_IpSfPvYTeR,Ideas for Cruise Ship related visits.docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,23563,2025-11-19T18:51:05.000Z,MPA/Cruise Maine/Cruise Maine Files,Cruise Maine Files,application,vnd.openxmlformats-officedocument.wordprocessingml.document,Ideas for Cruise Ship related visits,docx
